iter	RMSE
464	0.1010011297
465	0.1009946434
466	0.1009859396
467	0.1009797488
468	0.1009728169
469	0.1009683973
470	0.1009600402
471	0.1009488643
472	0.1009349635
473	0.1009274316
474	0.1009191551
475	0.1009117011
476	0.1008991909
477	0.1008916303
478	0.1008828602
479	0.10087412
480	0.1008619665
481	0.1008561819
482	0.1008467089
483	0.1008403034
484	0.1008335105
485	0.1008255982
486	0.1008187107
487	0.1008074824
488	0.1007990483
489	0.1007901922
490	0.1007781658
491	0.1007741574
492	0.1007649856
493	0.1007585934
494	0.1007497677
495	0.1007443231
496	0.1007351673
497	0.1007285269
498	0.1007190056
499	0.1007136605
500	0.1007070807
501	0.1006956346
502	0.1006859544
503	0.1006788121
504	0.100674772
505	0.100665338
506	0.1006605932
507	0.1006517971
508	0.1006452763
509	0.1006361136
510	0.1006306315
511	0.1006221522
512	0.1006113219
513	0.1006019827
514	0.1005883766
515	0.1005801215
516	0.1005735529
517	0.1005671726
518	0.1005580928
519	0.1005493305
520	0.1005419078
521	0.1005353117
522	0.1005272628
523	0.1005196961
524	0.100510129
525	0.1005043611
526	0.1004951096
527	0.1004824194
528	0.1004727982
529	0.1004619228
530	0.1004517805
531	0.1004477492
532	0.1004408752
533	0.1004351215
534	0.100424634
535	0.1004147881
536	0.1004103891
537	0.1004026769
538	0.1003939574
539	0.100386888
540	0.1003829198
541	0.1003730182
542	0.100363502
543	0.1003548121
544	0.1003431475
545	0.1003350807
546	0.1003221074
547	0.1003167039
548	0.1003115494
549	0.1003027184
550	0.1002962816
551	0.1002909623
552	0.1002819219
553	0.1002751511
554	0.1002692962
555	0.1002634918
556	0.1002593949
557	0.1002506542
558	0.1002420778
559	0.1002336767
560	0.1002245657
561	0.1002186513
562	0.1002070014
563	0.1001952242
564	0.1001868488
565	0.1001784163
566	0.1001687077
567	0.1001605819
568	0.1001535648
569	0.1001422549
570	0.100134396
571	0.1001270123
572	0.1001223765
573	0.1001153462
574	0.1001072847
575	0.1000991773
576	0.1000907707
577	0.1000776781
578	0.1000688028
579	0.1000611023
580	0.1000535146
581	0.1000454229
582	0.1000363795
583	0.1000292937
584	0.1000244728
585	0.1000168391
586	0.1000106914
587	0.1000023173
588	0.09999357446
589	0.09998438604
590	0.09997754105
591	0.09997011614
592	0.09996483727
593	0.09995695936
594	0.09994883037
595	0.09994146577
596	0.09993357359
597	0.09992602544
598	0.09991805939
599	0.09990900371
600	0.0999014409
601	0.0998878105
602	0.09988419658
603	0.09987735246
604	0.09987071241
605	0.09986495423
606	0.09985992797
607	0.09985049865
608	0.09984316257
609	0.0998369211
610	0.09982980842
611	0.09982362945
612	0.09981766561
613	0.0998113046
614	0.09980567983
615	0.09979993688
616	0.09978938444
617	0.09978515743
618	0.09977549183
619	0.09976619582
620	0.09975430317
621	0.09974803192
622	0.0997413527
623	0.09973045894
624	0.09972392278
625	0.0997176539
626	0.09970647673
627	0.09970151809
628	0.09969470085
629	0.09968489074
630	0.09967938571
631	0.09967409959
632	0.09966959757
633	0.09966193527
634	0.09965645524
635	0.09964960325
636	0.09964018015
637	0.09963455111
638	0.09962923055
639	0.09962355341
640	0.09961541753
641	0.09960901573
642	0.09960101156
643	0.09959078205
644	0.09958325046
645	0.09957735679
646	0.09957297326
647	0.09956237119
648	0.09955643454
649	0.09954906122
650	0.09954099697
651	0.09953270396
652	0.09952651256
653	0.09952011748
654	0.09951114308
655	0.09950603393
656	0.0995007246
657	0.09949503195
658	0.09948671553
659	0.09947738516
660	0.09947052428
661	0.09946202098
662	0.09945667739
663	0.09944869632
664	0.09944222958
665	0.09943656525
666	0.09943142858
667	0.09942476922
668	0.09941861383
669	0.09940789102
670	0.09940197102
671	0.09939498502
672	0.09939024506
673	0.0993851836
674	0.0993758263
675	0.09936872556
676	0.09936086392
677	0.09935561203
678	0.09934606384
679	0.09933931105
680	0.09933228412
681	0.09932439178
682	0.09931869853
683	0.09931430091
684	0.09930957479
685	0.09930744212
686	0.09929997356
687	0.09929268262
688	0.09928567465
689	0.099276865
690	0.09926857194
691	0.09926348038
692	0.09925162812
693	0.09924520208
694	0.09923626865
695	0.09923337983
696	0.09922863078
697	0.09922052219
698	0.09921220344
699	0.09920517329
700	0.09920124736
701	0.09919636779
702	0.09919137546
703	0.09918451276
704	0.09917887325
705	0.09917348283
706	0.09916898241
707	0.09916295913
708	0.09915554672
709	0.0991488913
710	0.09914067186
711	0.09913749644
712	0.09913108133
713	0.09912364436
714	0.09911745737
715	0.09911087782
716	0.09910687988
717	0.0991016846
718	0.09909468696
719	0.09909079978
720	0.09908168316
721	0.09907473343
722	0.09906659443
723	0.0990594402
724	0.09905103241
725	0.09904255065
726	0.09903438058
727	0.09902858045
728	0.09901870233
729	0.09900897433
730	0.09900531629
731	0.09899741434
732	0.09899210472
733	0.09898066526
734	0.09897262016
735	0.0989656934
736	0.09895970944
737	0.09895091057
738	0.09894548938
739	0.09894089917
740	0.09893750252
741	0.09893194624
742	0.09892695763
743	0.09891943162
744	0.09891105969
745	0.09890577698
746	0.09889962507
747	0.09888944318
748	0.09888000147
749	0.09887572748
750	0.09886781026
751	0.09886213611
752	0.09885662151
753	0.09885012842
754	0.09884352969
755	0.09883437746
756	0.09882974648
757	0.09882395098
758	0.09881742268
759	0.09880913895
760	0.09880336038
761	0.09880024328
762	0.09879190648
763	0.09878698118
764	0.09877840405
765	0.0987731949
766	0.09876657768
767	0.09875878918
768	0.09875416483
769	0.09874946633
770	0.0987391946
771	0.09873439786
772	0.09872930328
773	0.09872229893
774	0.09871316983
775	0.0987064886
776	0.098700006
777	0.09869632214
778	0.0986885926
779	0.09868253641
780	0.09867645573
781	0.09866910434
782	0.09866489286
783	0.09865972152
784	0.09865578467
785	0.0986511588
786	0.09864426279
787	0.09863733419
788	0.09863369925
789	0.09862729328
790	0.09862385519
791	0.09862041825
792	0.09861385804
793	0.09860776249
794	0.09859907345
795	0.09859118368
796	0.09858252713
797	0.09857575836
798	0.09856803779
799	0.09856420337
800	0.09855701934
801	0.09855210676
802	0.09854733683
803	0.09854286115
804	0.09853573278
805	0.09853158696
806	0.09852371284
807	0.09851726104
808	0.09851221852
809	0.09850466127
810	0.09849960251
811	0.0984939673
812	0.09848801913
813	0.09848463325
814	0.09847866905
815	0.09847390359
816	0.09846673013
817	0.09845738146
818	0.09845037466
819	0.09844738009
820	0.0984424838
821	0.09843839198
822	0.0984339362
823	0.09842670855
824	0.09842195173
825	0.09841508169
826	0.09841055839
827	0.09840576864
828	0.0983986396
829	0.09839339005
830	0.09838569565
831	0.09837846339
832	0.09837196469
833	0.09836447659
834	0.09835820942
835	0.09835284529
836	0.09834787131
837	0.09834253096
838	0.09833889917
839	0.09833370884
840	0.0983301438
841	0.09832339226
842	0.09831754009
843	0.09831087093
844	0.09830658076
845	0.0983021653
846	0.09829693328
847	0.09829204899
848	0.09828837186
849	0.09828183472
850	0.09827316504
851	0.0982688609
852	0.09826408805
853	0.09825696905
854	0.09825071516
855	0.09824177062
856	0.09823546774
857	0.09822854478
858	0.09822160286
859	0.09821787767
860	0.09820898173
861	0.09820445298
862	0.09819774564
863	0.09819349412
864	0.09818368572
865	0.09817728672
866	0.09817092251
867	0.09816342731
868	0.09816028475
869	0.09815505058
870	0.09815044804
871	0.09814593712
872	0.09813956966
873	0.0981327249
874	0.09812706094
875	0.09812060155
876	0.09811340989
877	0.09810575617
878	0.09810043886
879	0.09809370851
880	0.09808875643
881	0.09808355839
882	0.09807583993
883	0.09807282159
884	0.0980648159
885	0.09805751136
886	0.09805214524
887	0.0980482635
888	0.09804475835
889	0.09803788703
890	0.09803432771
891	0.09802504077
892	0.09802043166
893	0.09801679597
894	0.09801067265
895	0.09800400962
896	0.09799893284
897	0.09799452429
898	0.09799025772
899	0.09798733847
900	0.09798245937
901	0.09797624582
902	0.09797245576
903	0.0979681035
904	0.09796019387
905	0.09795499786
906	0.09795084518
907	0.09794446316
908	0.09793815091
909	0.09793434394
910	0.09792771572
911	0.09791912149
912	0.09791495807
913	0.0979080566
914	0.09790376
915	0.09789689681
916	0.09789345688
917	0.0978894463
918	0.09788504463
919	0.09787524066
920	0.09786975148
921	0.09786100595
922	0.09785629095
923	0.09785172888
924	0.0978456643
925	0.09783955694
926	0.09783269625
927	0.09782639757
928	0.09782090291
929	0.09781586812
930	0.09780974041
931	0.09780408414
932	0.0977987378
933	0.09779160799
934	0.09778781896
935	0.09778614589
936	0.0977794266
937	0.09777330676
938	0.09776995134
939	0.09776046321
940	0.09775198291
941	0.09774723381
942	0.09774319773
943	0.09774000122
944	0.09773588919
945	0.09772916249
946	0.09772299205
947	0.09771628029
948	0.09771237769
949	0.09770863208
950	0.0977052976
951	0.09770062622
952	0.09769758781
953	0.09769625743
954	0.0976930816
955	0.09768303916
956	0.09767891111
957	0.09767486466
958	0.09766811464
959	0.09766375882
960	0.09766061319
961	0.0976558731
962	0.09765120207
963	0.09764550725
964	0.09764167177
965	0.09763387171
966	0.0976265263
967	0.09761995493
968	0.09761422473
969	0.09760941123
970	0.09760224383
971	0.0975962578
972	0.09759319969
973	0.09758659399
974	0.09758001252
975	0.09757339116
976	0.09756732422
977	0.09756124657
978	0.09755857326
979	0.09755392114
980	0.09754932581
981	0.09754452714
982	0.09753828849
983	0.09753231139
984	0.0975289254
985	0.09752242003
986	0.0975141949
987	0.09750827526
988	0.09750446176
989	0.09749895896
990	0.09749564856
991	0.09749146814
992	0.09748522858
993	0.09747973392
994	0.09747643697
995	0.09747144628
996	0.09746568868
997	0.09746024236
998	0.09745378627
999	0.0974473413
